beseda,sentiment
ovijača,0
ovinek,-1
ovira,0
oviranje,-1
oviranost,3
ovirati,-1
ovitek,4
oviti,-3
ovoj,3
ovojen,0
ovojnica,-1
ovratnica,2
ovratnik,-1
ovreči,-1
ovrednotenje,0
ovrednotiti,0
ov.,0
oxfordski,-2
ozadje,-1
ozara,-5
ozavestiti,1
ozaveščanje,1
ozaveščati,3
ozaveščenost,2
ozaveščevalen,0
ozdraveti,-1
ozdravitev,2
ozdraviti,0
ozdravljenje,2
ozdravljiv,3
ozebek,0
ozek,0
ozeleneti,4
ozemeljski,1
ozemlje,0
ozimek,0
ozimen,-2
ozir,1
ozirati,1
oziroma,0
ozkogleden,2
ozkopasoven,0
ozkosrčen,-2
ozkost,-1
ozkotiren,3
ozkotrupen,3
ozko...,0
ozmerjati,-5
označba,1
označevanje,1
označevati,-1
označiti,-1
oznaka,1
oznanilo,0
oznanitev,-4
oznaniti,0
oznanjanje,3
oznanjati,1
oznovec,0
ozon,-2
ozračje,0
ozreti,-1
ozr.,2
ozvočenje,1
oz.,0
ožigosati,3
ožilje,-1
ožina,0
ožiti,0
oživeti,0
oživitev,1
oživiti,1
oživljanje,0
oživljati,0
ožji,0
ožujski,0
o...,0
p,0
pa,0
pacient,0
pacientka,-1
pacientov,0
pacifističen,0
pacifiški,0
packa,3
packard,2
packarija,0
pač,0
pad,-1
padalec,-1
padalka,-3
padalo,-1
padalski,4
padanje,-1
padati,-1
padavina,-1
padavinski,-1
padec,-1
padel,-1
padež,0
padski,-2
pagan,2
pagoda,3
pagon,0
pahljača,2
pahniti,-2
pajdaš,3
pajdašenje,0
pajdaštvo,3
pajek,0
pajsar,-1
pak,2
paka,0
paket,0
paketek,2
paketen,1
pakiranje,0
pakirati,-2
pakiren,3
pakistanski,0
pakt,0
palača,1
paladij,3
palanka,0
palčen,3
palčka,-1
palec,0
palestinski,-2
paleta,2
palica,1
paličen,2
paličica,-1
palma,-2
palmer,2
paluba,1
pamela,3
pamet,0
pameten,0
pametovati,-3
pamflet,-2
pamtivek,-2
pan,0
panama,-1
panamec,0
panamski,-2
pandemija,1
pandemski,0
pandur,0
panel,1
panelen,0
panelist,0
panevropski,2
pang,-1
paničen,-1
panika,-1
panj,-2
pankrt,0
pano,-1
panoga,0
panonija,-1
panonski,2
panoramski,3
panožen,0
pant,3
pan...,0
papa,0
papeški,0
papež,1
papežev,-1
papič,0
papiga,2
papir,0
papirček,-3
papiren,0
papirnat,0
papirnica,-1
papirničar,0
papirniški,-3
papirništvo,-1
papirnopredelovalen,-2
papirologija,3
papirus,-1
paprika,0
par,1
para,1
paraboličen,3
parada,2
paradajz,2
paraden,-1
paradigma,0
paradiž,0
paradižnik,1
paradoks,-1
paradržaven,0
parafin,0
parafinski,0
parafiran,0
parafiranje,0
parafirati,1
parajoč,3
paralela,1
paralelen,-2
paraliza,0
paralizirati,2
parament,3
parameter,0
paranoičen,-2
paranoiden,2
paranoja,-1
paraplegik,0
parasimpatičen,2
paravan,0
paravojaški,0
parazit,-5
parazitičen,0
parazitski,-1
para...,0
parcela,0
parcelen,0
parcialen,0
pardon,3
paren,2
parfum,2
parica,-1
paricijski,-1
parilen,-3
pariški,0
pariteta,-1
parižan,2
parjenje,-2
park,1
parket,0
parking,-2
parkinsonov,-2
parkiranje,0
parkirati,0
parkiren,1
parkirišče,0
parkirnina,1
parkomat,0
parkoven,0
parlament,0
parlamentarec,-1
parlamentaren,0
parlamentarizacija,3
parlamentarizem,-2
parlamentirati,0
paroh,3
parola,2
paroprepusten,0
parovod,2
paro...,2
part,-1
parter,0
participacija,-1
participativen,-1
participatoren,-2
partija,0
partijski,3
partikularen,-1
partizan,1
partizanski,1
partizanstvo,-3
partner,0
partnerica,0
partnerka,-1
partnerski,1
partnerstvo,1
party,0
pas,-1
pasati,0
pascal,2
pasemski,0
pasica,0
pasiven,1
pasiviziranje,0
pasivnost,-2
pasji,0
pasma,3
pasoven,3
past,-1
pasta,1
pasti,-2
pastir,-1
pastirski,1
pastor,0
pastorala,3
pastoralen,1
paša,0
pašen,-3
paški,0
pašnik,-1
pašteta,0
pat,0
patent,0
patenten,1
patentiranje,-1
patentirati,2
pater,1
patera,0
patogen,-2
patologija,0
patološki,-2
patriarh,2
patrica,2
patricija,0
patriot,0
patriotizem,2
patrola,3
patron,0
patrulja,0
patruljen,-5
patruljirati,0
pav,-1
pava,3
pavček,0
paviljon,2
pavliha,1
pavlin,0
pavlov,-2
pavrič,-2
pavšal,-1
pavšalen,-1
pavza,1
pavziranje,0
pazar,0
paziti,1
pazljiv,1
pazljivost,0
paznik,0
pa...,0
pc,2
pec,0
peca,3
pece,1
pecivo,0
peč,0
pečar,0
pečat,-1
pečatenje,2
pečatnik,-1
peček,-1
pečen,0
pečenje,0
pečenka,0
peči,1
pečica,2
pečina,-1
pečjak,1
pečnik,-2
ped,2
pedagog,3
pedagoginja,-2
pedagoški,1
pedal,-1
pedalo,-1
pedanten,-2
peder,0
pediater,0
pediatričen,0
pediatrija,0
pediatrinja,-2
pedigre,3
pedofil,-3
pedofilija,-4
pedofilski,-1
pegam,-2
peglati,3
pehanje,-2
pehati,-2
pehoten,0
pek,-1
peka,0
pekarna,1
pekarski,0
pekarstvo,0
pekel,0
pekinški,1
peklar,-2
peklenski,1
pekov,0
pekovski,-1
pelargonija,-2
pelinkovec,0
peljati,0
pelod,1
peloden,-1
pena,0
penal,0
penast,3
pendrek,-2
penetracija,-1
peni,2
penina,3
penis,3
penk,-3
penolog,-2
pentagon,0
penta...,-1
pentlja,1
penzija,2
penzion,2
pepel,-1
pepeljenje,3
pepelnica,3
pepelničen,3
pepelnik,-1
pepelnikov,0
pepsi,1
peptid,0
per,2
perc,-1
percepcija,0
pereč,-1
perfekcionist,3
perica,2
perič,-1
periferen,-1
periferija,-2
perilo,2
periodičen,1
periodika,-2
peripetija,-2
perjad,-2
perje,0
perkins,3
perla,-1
perman,0
permanenten,-2
pernat,0
pernod,-5
pero,1
peroksid,2
peroksiden,0
peron,2
peronealen,-2
perpetuum,3
personalen,0
personaliziran,4
perspektiva,0
perspektiven,1
perspektivnost,0
perujski,2
peruška,-3
perut,-2
perutnička,-2
perutnina,0
perutninarski,0
perutninarstvo,1
perutninski,-1
perverzen,0
perzijski,1
pes,0
pesa,2
pesek,-1
pesem,1
pesimist,-1
pesimističen,-2
pesimizem,-2
pesjak,1
peskokop,0
peskov,2
peskovnik,-2
pesnica,-1
pesnik,3
pesnitev,3
pest,-1
pester,2
pesticid,-1
pestič,3
pestiti,-1
pestovanje,-5
pestrost,1
pestro...,2
peš,0
pešačenje,3
pešačiti,3
pešanje,1
pešati,-2
peščen,-1
peščenjak,-3
peščev,3
peščica,-1
pešec,-1
pešpot,1
pet,0
peta,1
petak,3
petar,0
petarda,-2
petčlanski,0
petdeset,2
petdeseti,0
petdesetkrat,0
petdesetleten,0
petdesetletnica,0
petdesetlitrski,3
petdeset...,1
petdneven,-1
petek,0
petelinji,3
peter,0
peterica,0
peterka,0
peti,0
petica,-1
peticija,0
petič,-1
petičen,3
petičnež,0
petina,0
petindvajseti,2
petinpolleten,3
petinski,0
petinšestdeset,3
petintridesetleten,3
petišovski,3
petit,0
peti,0
petje,2
petka,3
petkilometrski,-2
petkov,0
petkrat,0
petkraten,-2
petkratnik,0
petleten,0
petletje,-1
petletka,3
petletnik,-5
petmesečen,0
petmesečje,1
petmilijarden,3
petmilijonski,0
petminuten,3
petnajst,0
petnajstdneven,-1
petnajsterica,2
petnajsti,1
petnajstleten,-5
petnajstletnica,-2
petnajst...,0
petodstoten,0
petooktobrski,-2
petošolček,3
petošolec,2
petro,1
petrokemičen,0
petrokemijski,0
petrol,0
petrov,0
petrovec,-2
petrovski,0
petsto,0
petstopenjski,-5
pettedenski,0
pettonski,2
peturen,0
petvraten,2
pet...,0
peugeot,0
pevec,1
pevka,0
pevkin,3
pevski,2
pezdir,-1
pgd,0
pg.,1
phati,-2
philadelphia,-2
philips,1
ph.,2
pia,-2
pianist,0
piano,1
piar,1
piarovka,0
piarovsko,0
pica,-2
picasso,1
piccolo,0
picerija,-5
picikato,0
pičel,0
pičiti,-3
pičlo,0
pid,0
pidovski,-1
pieteten,0
pigment,1
pih,-1
pihalen,3
pihalo,3
pihati,-1
pijača,0
pijačarski,0
pijačen,0
pijan,-2
pijančevanje,-5
pijanost,-1
pik,-2
pika,0
pikanten,-2
pikapolonica,0
pikati,1
pikčast,-1
pike,-1
pikica,-2
pikl,0
piknik,2
pikon,0
piko...,1
piktogram,0
pil,-1
pilej,0
pilgram,2
piliti,0
pilot,0
piloten,1
pilotski,0
pinceta,-1
pingpong,-2
pinijev,-2
pink,0
pino,2
pintar,0
pintarič,0
pionir,0
pionirski,2
pipa,0
pipan,1
piper,1
pipica,0
pipistrel,2
piramida,2
piramiden,-3
piran,0
piranski,0
pirat,0
piratstvo,-1
pire,0
pirejski,-1
pirenejski,3
pirih,1
piroliza,0
pirotehničen,0
pirotehnik,2
pirotehnika,0
piro...,1
pisalen,0
pisan,0
pisanec,2
pisanje,0
pisar,0
pisarna,0
pisarniški,1
pisatelj,0
pisateljica,1
pisati,0
pisava,1
pisec,0
pisemce,1
pisemski,-1
pisen,0
pisk,0
piskar,0
piskati,3
pisker,4
pismen,1
pismenost,3
pismo,0
pismonoša,-2
pista,0
piš,-1
piščalka,0
piščanček,3
piščančji,0
piščanec,0
pišek,-3
piškav,-2
piškot,0
piškotek,-1
piškur,2
pištola,-3
pita,3
pitan,0
piten,1
piti,0
pitje,0
pivčev,3
pivec,0
pivka,0
pivnica,-3
pivo,-1
pivola,-2
pivovar,0
pivovarec,-1
pivovarna,0
pivovarski,-1
pivski,0
pivški,0
pizza,3
pižama,2
pk,0
plača,-1
plačanec,-1
plačati,-1
plačen,0
plačevanje,0
plačevati,-1
plačilen,-1
plačilnobilančen,-1
plačilo,-1
plačljiv,-1
plačljivost,0
plačnica,0
plačnik,0
pladenj,3
plagiat,1
plagiatorski,-2
plagiatorstvo,-3
plah,-1
plahutnik,-1
plakat,0
plakaten,3
plakatiranje,2
plaketa,2
plam,2
plame,0
plamen,0
plamenica,-2
plan,0
planerski,3
planet,0
planica,2
planika,-1
planina,-1
planinarjenje,-2
planinec,-1
planinka,-5
planinski,1
planinstvo,3
planinšek,0
planiranje,0
planirati,0
planiški,1
planiti,0
planota,0
planski,2
planšarija,3
planšarski,0
plasiranje,1
plasirati,0
plasma,0
plast,0
plasta,-1
plasten,2
plastenje,3
plastenka,2
plastičarstvo,3
plastičen,1
plastičnost,3
plastika,1
plastiti,0
plašč,2
plat,0
plata,3
platforma,1
platina,1
platišče,3
platno,0
plato,-1
plav,1
plavalec,-1
plavalen,0
plavalka,1
plavanje,1
plavati,0
plavut,3
plavžar,-2
playboy,2
plaz,-2
plazenje,-2
plazilec,2
plazina,-2
plazišče,0
plaziti,-1
plazma,-1
plazovit,0
plaža,0
plažen,-2
plebejec,-1
plebiscit,2
plebisciten,3
pleča,-1
plehek,-3
plejer,0
pleme,0
plemenilen,3
plemenit,1
plemenitenje,-1
plemeniti,0
plemenititi,0
plemenitost,3
plemenski,-1
plen,-2
plenaren,1
plenica,0
plenička,2
plenilec,-1
plenilka,0
plenilski,0
pleniti,-1
plenjenje,-1
ples,2
plesalec,5
plesalka,0
plesanje,-5
plesati,1
plesec,2
plesen,1
plesišče,3
pleskavica,1
plesniv,-3
plesno,0
pleso,3
pletenina,3
pleterje,3
pleterski,-1
pletivo,-3
pleva,0
plevel,1
plevnik,2
plezalec,0
plezalen,1
plezanje,-1
plezati,0
plima,0
plimovanje,-2
plin,0
plinarna,-1
plinarski,-3
plinast,-1
plinohram,4
plinomer,3
plinovod,1
plinovoden,1
plino...,1
plinski,0
plišast,0
plitek,0
plitev,0
plitkost,-1
plitvica,0
plitvina,-1
pliva,0
pljuča,0
pljučen,-2
pljučnica,-2
pljuskniti,0
pljuvati,-5
pločevina,0
pločevinka,3
pločnik,0
plod,1
ploden,-1
plodina,0
plodnost,4
ploh,0
ploha,-1
plomba,-2
plonkati,2
plosk,-1
ploskanje,1
ploskati,-3
ploskev,-2
plošča,1
ploščad,-1
plošček,1
ploščica,1
plovanija,0
plovba,1
plovec,3
ploven,0
plovilo,1
plug,3
pluralizem,2
pluralnost,-1
plus,1
pluta,3
pluti,0
plutje,0
plutonij,0
plutov,4
plužen,-3
pluženje,-2
plužiti,0
pl.,3
pm,1
pnevmatika,-1
pnevmatski,3
pnevmokoken,0
po,0
pobalinstvo,0
pobeg,0
pobegel,-1
pobegniti,0
pobeliti,0
pobesneti,-3
pobijanje,2
pobijati,-1
pobiralec,3
pobiralka,-2
pobiranje,0
pobirati,1
pobiti,-4
pobočje,-2
poboj,-1
poboljšanje,3
pobot,-1
pobotanje,-2
pobotati,-2
pobotnica,-2
pobožen,-2
pobrati,0
pobreški,-1
pobrežje,0
pobrisati,3
pobrskati,0
pobuda,0
pobudnica,1
pobudnik,0
pocediti,3
poceni,1
pocenitev,0
poceniti,-1
počakati,0
počasen,-1
počasi,0
počasnost,-1
počastitev,2
počastiti,2
počen,-4
počenjati,-2
počepniti,-5
početi,0
početje,-1
početveriti,2
počez,1
počistiti,-1
počitek,1
počiti,-2
počiti,-2
počitnice,0
počitnikar,3
počitnikovalec,3
počitnikovanje,-1
počitnikovati,2
počitniški,0
počivališče,-1
počivati,2
počrpati,1
počutiti,0
počutje,1
pod,0
podaja,1
podajalec,0
podajalen,3
podajanje,0
podajati,0
podaljšanje,0
podaljšati,0
podaljšek,0
podaljševanje,0
podaljševati,-1
podalpski,-2
podanik,-3
podaritev,-1
podariti,2
podarjanje,3
podarjati,2
podatek,0
podati,0
podatkoven,1
podboj,0
podcenitev,-3
podceniti,-1
podcenjen,-1
podcenjenost,1
podcenjevanje,-1
podcenjevati,-1
podcenjujoč,-1
podcesten,0
podčastnik,1
poddejavnost,3
poddobavitelj,-1
podedovati,1
podel,-1
podelitev,0
podeliti,1
podeljevanje,0
podeljevati,1
podest,3
podeželje,1
podeželski,2
podfinanciranost,0
podgana,-1
podgorelec,-2
podgoriški,0
podgorje,0
podgrajski,2
podhladitev,-2
podhod,2
podhranjen,-1
podhranjenost,-1
podiplomski,-1
podiranje,2
podirati,-1
poditi,1
podivjati,1
podizvajalec,-1
podizvajalski,-3
podjed,0
podjem,-1
podjemen,-1
podjeten,1
podjetje,0
podjetnica,1
podjetnik,0
podjetnikov,-1
podjetniški,0
podjetništvo,1
podjetnost,4
podkancler,0
podkapitaliziran,-3
podkapitaliziranost,-2
podkarpatski,0
podkleten,2
podkolenica,-5
podkomisija,3
podkoren,2
podkožen,0
podkrepitev,0
podkrepiti,0
podkupiti,-1
podkupljiv,-2
podkupnina,-1
podkupovalen,-1
podkupovanje,-1
podkupovati,-1
podlaga,0
podlagati,0
podlaški,0
podleči,-1
podleganje,-1
podlegati,0
podlog,-2
podloga,1
podlogar,2
podložen,2
podmladek,0
podmornica,2
podmorničar,0
podmorski,0
podnajemnica,-2
podnapis,0
podnar,3
podnart,1
podnaslov,-1
podnasloviti,0
podneben,1
podnebje,2
podnevi,1
podnožje,0
podoba,0
podoben,0
podobnik,0
podobnost,0
pododbor,0
podolgovat,0
podor,3
podpanoga,2
podpečan,0
podpeški,3
podpihovati,-2
podpiranje,2
podpirati,1
podpis,0
podpisati,0
podpisnica,0
podpisnik,0
podpisovanje,0
podpisovati,1
podplat,1
podpogodben,0
podpogodbenik,0
podpora,0
podporen,0
podpornica,3
podpornik,0
podportal,2
podpovprečen,-2
podpredsednica,0
podpredsednik,0
podpredsedniški,0
podpreti,0
podprogram,0
podprtost,-2
podračun,2
podrast,-1
podravnateljica,-2
podravski,-1
podrazvit,0
podražitev,-1
podražiti,0
podreden,-3
podreditev,-1
podrediti,1
podrejanje,0
podrejati,1
podrejenost,-1
podreti,-2
podrgniti,3
podroben,0
podrobnost,0
področen,-1
področje,1
podrtija,0
podružbljanje,0
podružnica,0
podružničen,-2
podržaviti,-1
podržavljanje,0
podržavljenje,-1
podsaharski,1
podse,0
podsegment,1
podsekretar,-1
podsistem,0
podskupina,-1
podstavek,3
podstran,0
podstreha,-1
podstrešen,-1
podstrešje,2
podtabor,-1
podtajnik,0
podtakniti,-3
podtalen,-1
podtalnica,-2
podtikanje,-2
podtikati,0
podtlačen,3
podtlak,-1
podton,0
podučen,-1
podučiti,3
poduk,1
podvajanje,1
podvajati,0
podvig,1
podvoden,2
podvojen,0
podvojitev,0
podvojiti,1
podvomiti,0
podvoz,0
podvozje,0
podvprašanje,0
podvreči,-2
podvrsta,0
podzakonski,0
podzavest,0
podzavesten,-2
podzemeljski,3
podzemen,1
podzemlje,0
podžagati,-2
podžgati,1
podžigati,-1
podžupan,0
podžupanja,0
podžupanski,1
pod...,0
poenostavitev,1
poenostaviti,2
poenostavljanje,0
poenostavljati,1
poenotenje,0
poenotiti,1
poezija,3
pogača,0
pogačar,0
pogajalec,0
pogajalka,-1
pogajalski,0
pogajanje,0
pogajati,0
pogajati,0
poganjanje,-1
poganjati,1
pogasiti,1
pogin,-2
poginiti,-3
poginul,-2
poglabljajoč,-2
poglabljanje,-1
poglabljati,-1
poglavar,0
poglaviten,1
poglavje,0
pogled,0
pogledati,0
pogledovati,2
poglobitev,1
poglobiti,-1
poglobljen,1
pognati,1
pogodba,0
pogodben,0
pogodbenica,0
pogodbenik,-1
pogoditev,0
pogoditi,-1
pogoditi,-1
pogodu,-1
pogoj,0
pogojen,-1
pogojevan,0
pogojevanje,-1
pogojevati,0
pogoljufati,-1
pogoltniti,0
pogoltnost,-1
pogon,1
pogonski,0
pogorel,0
pogorelec,2
pogoreti,-1
pogorišče,1
pogost,-1
pogostitev,3
pogostokrat,0
pogostost,2
pogovarjanje,-1
pogovarjati,0
pogovor,0
pogovoren,1
pogovoriti,0
pogozditi,2
pogozdovati,0
pograbiti,-1
pogreb,-1
pogreben,0
pogrebnina,-1
pogrešati,-1
pogrešitev,3
pogreti,3
pogrevanje,-1
pogrevati,3
pogrezati,-2
pogrezniti,-2
pogrinjek,4
pogrniti,0
pogrom,-1
poguben,-1
pogubljati,-2
pogum,1
pogumen,2
pohajati,-2
pohajkovanje,3
pohištven,0
pohištvo,0
pohiteti,0
pohitritev,4
pohlep,-2
pohlepen,-1
pohod,1
pohoden,2
pohoditi,3
pohodnik,2
pohodniški,2
pohodništvo,3
pohorski,1
pohvala,1
pohvalen,3
pohvaliti,2
poigravanje,-2
poimenovanje,1
poimenovati,1
poimenski,-1
poiskati,0
poistovetiti,0
poiti,-1
poizkus,-2
poizvedba,-1
poizvedeti,0
poizvedovanje,-1
poizvedovati,-1
pojamrati,-2
pojasnilen,0
pojasnilo,0
pojasnitev,0
pojasniti,0
pojasnjevanje,0
pojasnjevati,0
pojav,0
pojaven,3
pojaviti,-1
pojavljanje,0
pojavljati,-1
pojavnost,2
pojem,0
pojemanje,3
pojemati,0
pojenjati,-1
pojesti,-1
pojmovanje,1
pojmovati,-1
pojutrišnjem,-1
pok,-1
pokal,2
pokanje,-1
pokati,-2
pokazatelj,0
pokazati,0
poker,0
poklekniti,-1
poklepetati,3
poklic,1
poklicati,0
poklicen,0
poklon,0
pokloniti,1
poknjižiti,0
pokoj,-1
pokojen,0
pokojišče,0
pokojnik,2
pokojnina,0
pokojninski,0
pokomentirati,1
pokonci,1
pokončati,-2
pokončen,1
pokop,0
pokopališče,1
pokopati,0
pokora,0
pokoritev,0
pokoriti,4
pokorščina,-1
pokositi,3
pokrajina,0
pokrajinski,0
pokrasti,-3
pokriti,0
pokritizirati,-2
pokritje,-1
pokritost,1
pokrivalo,0
pokrivanje,0
pokrivati,0
pokrov,-1
pokrovček,2
pokrovitelj,3
pokroviteljski,-1
pokroviteljstvo,1
pokukati,-1
pokupiti,1
pokuriti,-1
pokusiti,4
pokušanje,3
pokušati,3
pokušina,2
pokvariti,0
pokvarljiv,-2
pol,0
pola,-2
polaganje,2
polagati,1
polagoma,0
polahko,-2
polak,0
polanda,2
polanski,2
polaren,-1
polarizacija,0
polariziranje,-2
polastiti,-2
polavtonomen,0
polbrat,-5
polčas,0
poldan,-1
poldrag,3
poldrugi,0
poleči,-1
poledenel,-3
poledica,-1
poleg,0
polega,-2
polemičen,-1
polemika,-1
polemizirati,-2
poleno,-2
polenta,0
polepšati,2
polet,0
poleten,1
poleteti,2
poleti,0
poletje,0
polfinale,0
polfinalen,3
polgrmast,3
polhograjski,0
polhov,-1
polica,0
policaj,-2
policentričen,3
policija,-1
policijski,-1
policist,-1
policistka,-1
policistov,0
poliestrski,0
polietilenski,0
poligon,-3
poligrafski,3
polikristalen,3
polimer,-1
polimeren,1
polip,3
polipropilen,3
poliranje,4
polirati,3
polis,-1
polistiren,3
politanka,-3
politbiro,3
politi,-4
političarka,0
političen,0
politično...,-1
politik,0
politika,0
politikant,0
politikantski,-1
politikantstvo,0
politizacija,0
politiziranje,0
politolog,1
politološki,0
poliuretanski,2
polizati,2
polizdelek,-2
poli...,0
poljak,0
poljana,1
poljanec,2
poljanski,0
polje,0
poljedelski,-1
poljedelstvo,3
poljski,1
poljščina,-1
poljub,3
poljuben,4
poljubljanje,-5
poljubljati,-5
poljubno,-1
polkleten,3
polkno,0
polkovnik,0
polkrat,3
polkrožen,3
polleten,0
polletje,0
pollitrski,-2
polluksuzen,2
polmaraton,1
polmilijarden,2
poln,1
polnilec,1
polnilen,2
polnilnica,-2
polnitev,-3
polniti,0
polnjenje,1
polnoč,0
polnočen,2
polnočnica,4
polnoleten,1
polnomočen,-1
polnopraven,1
polnost,0
polnovreden,3
polnozrnat,2
polno...,1
polo,1
polobla,0
polodprt,0
polodstoten,-1
polog,2
polom,-1
polomija,-1
polomiti,-2
polotok,0
polovica,0
polovičarstvo,-2
polovičen,0
polovinka,3
položaj,-1
položajen,-3
položen,1
položitev,3
položiti,1
položnica,-1
polpredelan,2
polpretekel,-1
polprevodnik,-1
polpriklopnik,3
polprikolica,-1
polproizvod,-3
polsamodejen,3
polstoleten,3
polt,-1
poltovornjaček,2
poltovornjak,2
poltrajen,0
poltrd,-1
poltretji,-2
poluren,-3
polutnik,2
polzapornica,-2
polzelski,-1
polzeti,-2
polž,3
polžji,-1
pol...,0
pom,0
pomagalo,3
pomagati,1
pomahati,2
pomakniti,0
pomanjkanje,-1
pomanjkljiv,-1
pomanjkljivost,0
pomaranča,1
pomarančen,1
pomemben,1
pomembnost,1
pomen,1
pomeniti,0
pomeniti,0
pomenkovati,2
pomenljiv,0
pomenski,0
pomenskost,3
pomeriti,2
pomesti,1
pomešati,-3
pometalen,3
pometati,-2
pomik,0
pomikati,-1
pomilostitev,0
pomilostiti,0
pomilovanje,-3
pomiritev,0
pomiriti,0
pomirjati,0
pomirjevalen,2
pomirjevalo,-2
pomirjevanje,0
pomislek,-1
pomisliti,0
pomišljanje,3
pomivalen,2
pomivanje,3
pomivati,4
pomlad,0
pomladanski,1
pomladen,0
pomladi,0
pomladitev,2
pomladiti,2
pomnilnik,-1
pomnilniški,-1
pomniti,0
pomnožiti,1
pomoč,0
pomočiti,0
pomočnica,0
pomočnik,0
pomol,0
pomor,-1
pomorec,-2
pomorski,1
pomorstvo,0
pomorščak,-2
pomota,-1
pomotoma,-1
pomožen,1
pomp,-1
pompozno,0
pomuditi,1
pomurski,0
ponagajati,-2
ponaredek,-1
ponareditev,-3
ponarediti,0
ponarejanje,-2
ponarejati,-3
ponarejevalec,-1
ponarejevati,-3
ponarodel,-1
ponašanje,-2
ponašati,2
ponatis,-1
ponavadi,0
ponavljanje,-3
ponavljati,-1
ponazarjati,0
ponazoriti,-2
pondeljek,-1
ponder,0
ponderiran,1
pondus,0
ponedeljek,0
ponedeljkov,0
ponedeljski,2
ponehati,0
ponekod,-1
ponesrečenec,3
ponesrečiti,-3
ponesti,2
poneverba,-3
poneverjanje,0
ponikniti,-1
ponikovalnica,3
ponikva,-1
ponirek,0
ponižanje,1
ponižati,-2
poniževanje,0
poniževati,0
ponižnost,1
ponjava,-1
ponoči,0
ponorel,-2
ponos,1
ponosen,2
ponotranjenje,-2
ponotranjiti,3
ponovčen,2
ponoven,0
ponovitev,0
ponoviti,0
ponovitven,-1
pont,-5
pontiac,-1
ponuda,0
ponudba,0
ponudben,1
ponuden,-1
ponuditi,0
ponudnica,3
ponudnik,0
ponujanje,1
ponujati,1
pon.,-2
pooblačiti,-1
pooblastilo,0
pooblastiti,0
pooblaščanje,-1
pooblaščati,0
pooblaščenec,-1
pooblaščenka,0
poosebljati,4
poostritev,-2
poostriti,0
pop,0
popačiti,0
popadek,-5
popasti,-2
popaziti,2
popeljati,1
popestritev,3
popestriti,2
popevka,2
popis,0
popisati,1
popisovalec,-1
popisovati,0
popiti,1
popivanje,-1
poplačati,-1
poplačevanje,-1
poplačevati,-2
poplačilo,-1
poplava,0
poplaven,-1
poplaviti,-3
poplavljanje,-3
poplavljati,-2
poplavljenec,3
popljuvati,-5
popokati,0
popoldan,-1
popoldanski,0
popoldne,0
popoldnevov,-2
popoln,0
popolnitev,0
popolnjen,0
popolnjevanje,3
popolnoma,0
popolnost,0
popol...,0
popoten,4
popotnica,0
popotnik,1
popotovanje,3
popotresen,-1
popovič,0
poprava,0
popravek,0
popraven,-1
popravilo,0
popraviti,0
popravljalec,3
popravljalen,0
popravljalnica,-5
popravljan,0
popravljanje,1
popravljati,0
popravljiv,0
poprečen,0
poprečje,0
poprej,0
poprejšnji,-3
poprijeti,1
poprodajen,2
poprositi,0
populacija,1
popular,-1
popularen,1
popularizacija,4
populariziranje,3
popularizirati,2
popularnost,2
populističen,-1
populiti,0
populizem,0
popust,1
popustiti,0
popustljiv,-1
popustljivost,1
popuščanje,0
popuščati,0
por,0
pora,0
poraba,0
porabiti,0
porabljanje,3
porabljati,0
porabnica,-1
porabnik,0
porabniški,1
porabništvo,2
poračun,0
poračunan,3
poračunati,0
porajati,0
porasel,1
porast,1
porasti,1
poravnalen,0
poravnanje,1
poravnati,-1
poravnava,-1
poravnavanje,0
poravnavati,0
poraz,-1
porazdelitev,-1
porazdeliti,1
porazdeljenost,0
porazdeljevati,0
porazen,-1
poraziti,-1
poraziti,-1
poraženec,0
poraženka,0
porcelan,1
porcelanast,3
porcelanski,2
porcija,-1
poreči,1
porečje,3
poreden,0
poredkoma,-1
poreklo,0
porevizijski,0
porezati,-1
poriniti,0
porisati,-2
porivati,0
porjavelost,3
porjaveti,2
porno,-1
pornofilm,-1
pornografija,-4
pornografski,-1
pornoigralka,0
pornoindustrija,-3
pornozvezda,-1
porno...,-2
poro,-1
poročanje,-1
poročati,0
poročen,1
poročevalec,0
poročevalski,0
poročilo,0
poročiti,1
poročnik,3
porod,-3
poroden,-1
poroditi,1
porodnica,3
porodniški,0
porodnišnica,2
porodništvo,2
porogljiv,-3
porok,0
poroka,1
poroštven,-1
poroštvo,0
porota,-3
porozen,0
poroznost,-2
porsche,0
port,1
portal,0
porter,2
portfelj,0
portfeljaš,-1
portfeljski,1
portoroški,0
portret,2
portreten,2
portugalec,0
portugalski,-1
porušen,0
porušenje,-1
porušitev,-3
porušiti,-1
pos,2
posaditi,3
posadka,0
posamezen,0
posameznica,0
posameznik,0
posameznikov,-1
posamičen,0
posavec,0
posavski,2
posebej,0
poseben,1
posebnost,1
posebn.,0
poseči,-1
posedati,-3
posedek,0
posedeti,3
posedmeriti,-2
posedovanje,-3
posedovati,0
poseg,0
poseganje,-1
posegati,0
poseidon,3
posejati,0
posek,-1
posel,0
poselitev,0
poseljenost,0
poseljevati,0
posest,0
posesti,-1
posestvo,-1
posevek,0
posezonski,2
posijati,1
posiliti,-3
posili...,-3
posiljevati,-2
posilstvo,-2
posip,1
posipanje,0
posipati,0
posipavanje,3
posipavati,0
posipen,-2
poskakovati,0
poskočen,1
