beseda,sentiment
nezgovornost,0
nezmanjšan,1
nezmotljiv,-2
nezmožen,-2
nezmožnost,-2
neznačilen,-5
neznan,-1
neznanec,-2
neznanje,0
neznanka,-1
neznano...,-2
neznaten,-1
neznosen,-2
neža,3
neželen,1
nežen,1
neživilski,0
neživljenjski,-1
nežka,-1
nežno...,2
ne obrestovati,-1
ne...,0
ni,0
niansa,3
nickel,0
nič,-1
niče,0
ničeln,0
ničen,-1
ničla,0
ničnost,-1
ničvreden,-2
ničvrednost,-2
nid,0
niger,3
nigerijski,-1
nih,3
nihaj,0
nihajnost,-2
nihalka,0
nihalo,0
nihanje,0
nihati,0
nihče,-1
nija,0
nika,1
nikakor,0
nikakršen,-1
nikalen,-2
nikamor,0
nikar,0
nikar,0
nikdar,0
nikelj,1
nikjer,-1
nikoder,-1
nikogaršnji,0
nikola,0
nikoli,-1
nikšiški,0
nil,0
nimfa,2
nina,0
niš,-1
niša,2
nišen,3
niški,0
nit,2
niti,-1
nitka,-1
niton,0
nivea,3
niveleta,0
nivo,0
nivojski,2
niz,0
nizati,0
nizek,-1
nizkocenovec,2
nizkocenoven,1
nizkocenovnik,0
nizkoenergetski,3
nizkoenergijski,2
nizkofrekvenčen,-2
nizkogradben,0
nizkogradnja,2
nizkokvalificiran,-2
nizkonapetosten,-2
nizkoogljičen,1
nizkopoden,0
nizkostroškoven,3
nizkoten,-1
nizko...,-1
nizk.,-1
nizozemski,1
nižanje,0
nižati,-1
nižina,0
nižjeležeč,0
nižje...,0
nja,-2
njegov,0
njeg.,-2
njen,0
njihov,0
njiva,0
njivica,5
njivski,2
njun,0
nj.,-1
nk,0
no,0
nobel,2
nobelov,2
nobelovec,-1
noben,0
nocoj,0
nocojšnji,3
noč,0
nočen,0
nočitev,1
nočitven,1
noga,-1
nogavica,1
nogavička,3
nogica,3
nogomet,1
nogometaš,1
nogometen,0
nokavt,-2
nolika,0
nomad,2
nomenklatura,0
nominacija,1
nominacijski,-1
nominalen,0
nominiran,1
nominiranec,3
nominiranje,2
nominirati,1
nono,-2
nor,0
nora,4
norčevanje,-2
norčevati,-1
nord,0
nordijski,1
norec,-2
noreti,0
norma,-1
normala,-1
normalen,0
normalizacija,1
normaliziranje,1
normalizirati,0
normalno,0
normalnost,0
normativ,0
normativen,1
normiranje,0
norost,1
norveški,1
nos,-1
nosan,-1
nosečnica,1
nosečnost,-2
nosen,3
nosilec,1
nosilen,0
nosilka,2
nosilnost,0
nositi,0
nosljiv,2
nostalgičen,2
nostalgija,1
noša,4
nošenje,-3
nošnja,-2
not,-1
nota,0
notar,0
notariat,0
notarka,-1
notarski,0
noter,2
notesnik,0
notifikacija,0
notifikacijski,-1
notranjepolitičen,-1
notranje...,0
notranji,0
notranjost,0
notranjski,0
notranjskokraški,2
notri,-1
nov,0
nova,0
novačenje,-2
novak,0
novec,3
novela,0
novelacija,-1
noveliranje,-1
novelirati,0
november,0
novembrski,-1
novica,0
novič,-3
novičarski,-2
novička,0
novinar,0
novinarjev,0
novinarka,0
novinarski,0
novinarstvo,1
novinec,1
novinka,0
novodoben,-3
novogoriški,-1
novogradnja,1
novoimenovan,0
novoizdan,1
novoizvoljen,0
novoleten,1
novomeški,0
novonastajajoč,3
novooblikovan,0
novoodkrit,0
novoodobren,0
novoodprt,2
novopečen,1
novoprijavljen,-1
novoregistriran,-1
novorek,0
novorojenček,-1
novorojenec,0
novosadski,2
novost,1
novoustanovljen,0
novoustvarjen,4
novozelandski,-3
novozgrajen,1
novo...,0
nož,-2
nožnica,-2
npr.,0
ns,0
nudenje,1
nudističen,1
nuditi,1
nuja,1
nujen,0
nujnost,0
nuklearen,0
nuklearka,0
nula,0
nuna,0
nuncij,0
nürnberški,1
o,0
oaza,-1
ob,0
obad,-2
obakrat,0
obala,0
obalen,0
obarvati,-1
oba,0
obcesten,-2
občan,0
občanka,-2
občasen,0
občen,0
občestvo,0
občevati,0
obče...,0
občilo,-2
občina,0
občinar,-2
občinski,0
občinstvo,2
občudovanje,2
občudovati,2
občutek,0
občuten,-1
občutenje,-2
občutiti,-1
občutje,3
občutljiv,-1
občutljivost,0
obdajati,2
obdariti,2
obdarovanec,2
obdarovanje,4
obdarovati,3
obdavčenje,1
obdavčevanje,0
obdavčevati,0
obdavčitev,0
obdavčiti,0
obdavčljiv,1
obdelati,0
obdelava,1
obdelovalec,0
obdelovalen,1
obdelovati,0
obdoben,2
obdobje,0
obdolženec,-1
obdolžilen,-2
obdolžitev,-2
obdolžiti,-1
obdržanje,1
obdržati,1
obdukcija,-1
obed,2
obedovati,2
obel,2
obeleževanje,3
obeleževati,2
obeležitev,2
obeležiti,1
obeležje,-1
obelodaniti,-2
obenem,0
obesek,0
obesiti,-1
obešalnik,2
obešanje,-2
obešanka,3
obešati,-2
obet,-1
obetati,0
obetaven,1
obetavno,-1
obglaviti,-2
obhajati,0
obhod,2
obi,0
običaj,0
običajen,0
obigralniški,0
obijati,0
obilen,0
obilica,0
obilje,1
obilo,-2
obiranje,3
obisk,1
obiskanost,2
obiskati,1
obiskovalec,1
obiskovalka,3
obiskovanje,2
obiskovati,1
obiti,-1
objava,0
objaviti,0
objavljanje,0
objavljati,0
objekt,0
objektiv,2
objektiven,0
objektivnost,0
objem,1
objemati,-5
objesten,1
objestnost,0
objeti,-3
obj.,0
obkladati,-5
obkljukati,0
obkoliti,2
obkrožati,0
obkrožiti,-1
oblačen,0
oblačenje,2
oblačilen,0
oblačilo,0
oblačiti,1
oblačiti,1
oblačnost,0
oblak,0
oblakov,2
oblanje,0
oblast,0
oblasten,0
oblastnik,-1
oblat,0
oblaten,0
oblazinjenje,3
obleči,0
oblegati,3
obleka,0
oblekica,3
oblepiti,3
obletališki,2
obleten,0
obletnica,1
obležati,-3
obligacija,-1
obligacijski,0
oblika,0
oblikovalec,2
oblikovalka,1
oblikovalski,2
oblikovanje,1
oblikovati,0
oblikoven,3
oblivati,3
obliž,-1
obljuba,-1
obljubiti,0
obljubljanje,-3
obljubljanski,0
obljubljati,0
obloga,2
obložen,2
obložiti,2
oblo...,2
obmejen,0
obmetavati,-5
obmirovati,-2
območen,-1
območje,0
obmolčati,3
obmolkniti,3
obmorski,1
obnašanje,-1
obnašati,-1
obnavljan,2
obnavljanje,0
obnavljati,0
obnemeti,-2
obnesti,0
obnova,0
obnovitev,1
obnoviti,0
obnovitven,-1
obnovljiv,1
obogateti,1
obogatitev,2
obogatiti,1
oboistka,0
oboj,0
oboje,1
obojestranski,1
obolel,-1
obolenje,-1
oboleti,-1
obolevanje,3
obolevati,3
obolevnost,1
oboroževanje,0
oborožitev,0
oborožiti,-2
oborožitven,-1
obotavljati,0
oboževalec,2
oboževati,4
obraba,1
obrabiti,-1
obračališče,3
obračanje,0
obračati,0
obračun,0
obračunati,-1
obračunavanje,0
obračunavati,0
obračunski,0
obramba,0
obramben,1
obraniti,-1
obrasti,2
obrat,0
obraten,0
obrati,3
obratovalen,0
obratovalnica,-2
obratovanje,1
obratovati,1
obravnati,0
obravnava,0
obravnavanje,0
obravnavati,0
obravnaven,1
obraz,0
obrazec,1
obrazložitev,0
obrazložiti,0
obrcati,-5
obred,0
obrednik,-3
obregniti,-1
obrekovanje,-2
obrekovati,-3
obremenilen,-1
obremenitev,0
obremeniti,-1
obremenitven,0
obremenjenost,1
obremenjevanje,-1
obremenjevati,0
obremenjujoč,-1
obresten,0
obresti,0
obrestovan,0
obrestovati,1
obreza,0
obrež,0
obrežje,-2
obris,2
obrisati,0
obrniti,0
obroben,-1
obrobje,0
obroč,0
obroček,0
obročen,-1
obroditi,0
obrok,0
obronek,4
obrovec,0
obrt,1
obrten,0
obrtnik,-1
obrtniški,0
obrtništvo,0
obrv,-2
obrzdati,-2
obr.,0
obscen,2
obseden,-1
obsedenec,3
obsedenost,-2
obseg,0
obsegati,1
observatorij,1
observer,-3
obsevalen,3
obsevalnik,2
obsevanje,-1
obsevanost,3
obsežen,0
obsežnost,-1
obsijati,2
obskuren,-2
obsodba,-1
obsodilen,-1
obsoditi,-1
obsojanje,-2
obsojati,-1
obsojenec,0
obstajati,0
obstanek,-1
obstati,0
obstoj,0
obstojati,-1
obstoječ,0
obstojen,-2
obstojnost,0
obstranski,0
obstreljevanje,-2
obstreljevati,-1
obstruirati,0
obstrukcija,-1
obširen,0
obširnost,-1
obšolski,5
obtičati,-1
obtočilo,-1
obtok,1
obtožba,-1
obtožen,-2
obtoženec,-1
obtoženka,-3
obtoževalen,-3
obtoževanje,-3
obtoževati,-2
obtožiti,-2
obtožnica,-1
obubožanje,0
obubožati,-1
obuditev,1
obuditi,0
obujanje,1
obujati,0
obup,-2
obupanost,-2
obupati,-1
obupavati,0
obupen,-3
obupovati,-2
obutev,0
obutven,0
obuvalo,3
obuvanje,3
obvarovati,1
obveljati,0
obvestilo,0
obvestiti,0
obveščanje,0
obveščati,0
obveščenost,0
obveščevalec,-1
obveščevalen,-1
obveza,0
obvezati,0
obvezen,0
obveznica,0
obveznik,0
obvezniški,0
obveznost,-1
obvezovati,0
obviseti,-2
obvladati,0
obvladljiv,0
obvladljivost,3
obvladovalec,-2
obvladovanje,0
obvladovati,0
obvod,-1
obvoden,-1
obvoz,1
obvozen,1
obvoznica,0
obzir,-1
obziren,3
obzorje,0
obžalovanje,-1
obžalovati,-1
ob...,0
ocariniti,-1
ocean,2
oceanograf,2
oceanografija,0
oceanski,2
ocena,-1
ocenitev,0
oceniti,0
ocenjevalec,0
ocenjevalen,0
ocenjevalka,0
ocenjevanje,0
ocenjevati,0
ocepek,-2
octavia,2
ocvirek,-1
ocvirkov,0
očak,2
očala,0
očarati,3
očarljiv,3
oče,0
očesen,-3
očetov,0
očetovski,2
očetovstvo,0
oči,-1
očistiti,1
očiščenje,-1
očitati,-1
očitek,-1
očiten,-1
očividec,-1
očrniti,-1
očvrsteti,3
od,0
odbijač,2
odbijati,-1
odbitek,-1
odbiten,1
odbiti,-1
odbitje,-1
odblokiranje,1
odblokirati,1
odboj,0
odbojen,-3
odbojka,0
odbojkar,0
odbor,0
odbriti,-1
odbrzeti,-2
odcep,-1
odcepitev,0
odčitati,1
odčitavanje,0
odčitavati,0
odčitek,-1
oddahniti,1
oddaja,0
oddajanje,0
oddajati,0
oddajen,0
oddajnik,1
oddaljen,0
oddaljenost,1
oddaljevati,-1
oddaljevati,-1
oddaljiti,-1
oddaljiti,-1
oddati,0
oddelati,0
oddelčen,0
oddelek,0
oddelitev,0
oddeliti,-1
oddih,1
oddirjati,-5
oddolžiti,1
oddremati,-3
odebeliti,-2
odeja,0
oder,1
oderuški,-1
oderuštvo,2
odeti,0
odfrčati,3
odganjati,-1
odgnati,-2
odgovarjati,0
odgovor,0
odgovoren,0
odgovoriti,0
odgovorjen,-1
odgovornost,0
odgrizniti,-4
odhajanje,0
odhajati,0
odhiteti,-2
odhod,0
odhodek,0
odhoden,0
odhodkoven,-1
odigrati,0
odiranje,-2
odirati,3
odisej,0
odišavljanje,-5
oditi,-1
odjava,-1
odjaviti,1
odjavljati,-2
odjavljen,0
odjekniti,-1
odjem,0
odjemalec,0
odjemen,2
odjuga,-1
odkar,-1
odklanjanje,-2
odklanjati,-2
odkleniti,-1
odklenkati,2
odkljukati,-1
odklon,0
odklonilen,-1
odklonitev,2
odkloniti,0
odklop,-1
odklopiti,-2
odkop,0
odkopavanje,-1
odkopavati,1
odkopen,0
odkorakati,-2
odkovek,2
odkrit,0
odkriti,-1
odkritje,0
odkrito,0
odkritost,-1
odkrivanje,0
odkrivati,0
odkup,0
odkupen,-1
odkupiti,0
odkupnina,0
odkupovalec,2
odkupovanje,0
odkupovati,1
odlagalen,1
odlagališče,0
odlaganje,0
odlagati,-1
odlašanje,-1
odlašati,-1
odleči,2
odlepiti,2
odleteti,1
odličen,2
odličnjak,2
odličnost,2
odličn.,2
odlika,2
odlikovanec,0
odlikovanje,0
odlikovati,3
odlitek,3
odliti,0
odliv,0
odlivanje,-2
odlivati,0
odločanje,0
odločati,0
odločba,0
odločen,0
odločenost,0
odločevalec,0
odločilen,0
odločitev,0
odločiti,0
odločnost,1
odlog,-1
odlok,0
odlomek,0
odlomiti,-3
odlov,-2
odloviti,3
odložen,0
odložilen,0
odložitev,-1
odložiti,0
odl.,0
odmakniti,-1
odmašiti,0
odmera,0
odmerek,0
odmeren,-1
odmeriti,0
odmerjati,-2
odmet,2
odmetavanje,1
odmetavati,-5
odmev,0
odmevati,-1
odmeven,0
odmevnost,0
odmik,1
odmikanje,-1
odmikati,-1
odmirati,-3
odmisliti,-1
odmor,-1
odmreti,-3
odmrl,3
odmrznitev,0
odmrzniti,0
odnašanje,-3
odnašati,-1
odnehati,2
odnesti,-2
odnos,0
odobravanje,0
odobravati,-1
odobritev,0
odobriti,0
odojek,0
odor,3
odpad,-1
odpadek,0
odpadel,2
odpaden,1
odpadništvo,-2
odpasti,-1
odpeljati,-1
odpeti,2
odpihniti,-2
odpiralen,3
odpiralka,0
odpiranje,1
odpirati,1
odpis,-1
odpisati,-1
odpisovanje,-2
odpisovati,-1
odplačan,0
odplačati,-1
odplačen,4
odplačevanje,-1
odplačevati,-1
odplačilen,0
odplačilo,0
odplaka,-1
odplakniti,1
odplaviti,-4
odpluti,2
odpočiti,-1
odpoklic,-1
odpoklicati,-1
odpor,0
odporen,1
odporniški,3
odporništvo,3
odpornost,1
odposlanec,0
odposlanstvo,3
odposlati,0
odpotovati,0
odpoved,-2
odpovedati,-1
odpoveden,-1
odpovedovanje,0
odpovedovati,0
odprava,0
odpravek,0
odpraviti,0
odpravljanje,0
odpravljati,1
odpravljenje,0
odpravljiv,0
odpravnica,-2
odpravnik,-1
odpravnina,-1
odpravninski,0
odprema,0
odpremiti,3
odpremljen,0
odpreti,1
odprodaja,0
odprodajati,1
odprodati,0
odprt,0
odprtina,-1
odprtje,1
odprtokoden,3
odprtost,1
odpuljen,-2
odpust,-2
odpustek,0
odpustitev,-1
odpustiti,-3
odpuščanje,-1
odpuščati,-1
odrasel,0
odrasti,0
odraščanje,1
odraščati,2
odraz,0
odraziti,-1
odražati,-1
odreagirati,-1
odreči,-1
odred,3
odredba,-1
odreditev,-1
odrediti,-1
odrejanje,0
odrejati,-1
odrek,1
odrekanje,1
odrekati,1
odrešenik,0
odrešilen,-1
odrešitev,0
odrešiti,0
odrezati,1
odrezav,-2
odrezek,0
odrgnina,3
odriniti,-5
odrivati,0
odrov,-2
odsedeti,-1
odsek,0
odsekati,-3
odseliti,0
odseljen,-1
odseljevanje,0
odsesavanje,1
odsesovalen,-2
odsev,0
odsevati,0
odseven,0
odsevnik,3
odskočen,4
odskočišče,1
odskok,5
odslej,0
odslikovati,0
odsloviti,-2
odslužiti,0
odsoten,0
odsotnost,-1
odstavek,0
odstaven,-2
odstavitev,0
odstaviti,-1
odstavka,0
odstavljati,0
odstop,-1
odstopanje,0
odstopati,0
odstopen,0
odstopiti,-1
odstotek,0
odstoten,0
odstotkoven,0
odstotkovno,-5
odstotnost,-3
odstranitev,0
odstraniti,-1
odstranjevalec,-2
odstranjevanje,1
odstranjevati,-1
odstrel,0
odstreliti,3
odsvetovan,-2
odsvetovati,-1
odsvojitev,0
odsvojiti,0
odščipniti,-2
odškodnina,-1
odškodninski,0
odškodovati,-2
odškrniti,3
odštekan,0
odšteti,0
odštevati,1
odtakati,-2
odtaljevanje,0
odteči,0
odtegljaj,-1
odtegnitev,1
odtegniti,-1
odtegovanje,0
odtegovati,-2
odtehtati,0
odtekanje,1
odtekati,0
odtenek,0
odtis,1
odtisniti,-2
odtlej,0
odtočen,-2
odtok,-3
odtrgati,-2
odtujevanje,-3
odtujevati,-2
odtujitev,0
odtujiti,-2
odvaditi,0
odvajanje,2
odvajati,1
odvažanje,0
odvažati,-1
odveč,1
odvečen,1
odvesti,1
odvetnica,0
odvetnik,-1
odvetnikov,-2
odvetniški,0
odvetništvo,-1
odveza,-2
odvezati,-1
odvezovati,0
odvihrati,-3
odvijanje,2
odvijati,0
odvisen,0
odvisnik,0
odvisnost,0
odviti,1
odvleči,-1
odvod,-1
odvoden,0
odvodnjavanje,1
odvoz,-1
odvoziti,3
odvračanje,-1
odvračati,-1
odvračilen,2
odvraten,-2
odvreči,-1
odvrniti,0
odvrteti,0
odvzem,-1
odvzemanje,-3
odvzemati,1
odvzeti,-1
odziv,0
odzivanje,0
odzivati,-1
odziven,1
odzivnik,2
odzivnost,0
odzvati,0
odzvoniti,3
odžejati,3
odžirati,0
od...,0
oec.,1
of,0
ofenziva,0
ofenziven,0
ofenzivno,3
off,-1
office,2
offset,-2
ogenj,0
oglas,1
oglasen,0
oglasiti,0
oglasiti,0
oglasnik,2
oglašanje,-1
oglašati,-1
oglašati,-1
oglaševalec,2
oglaševalski,2
oglaševanje,1
oglaševati,0
oglaševati,0
ogled,1
ogledalo,0
ogledati,1
ogleden,-1
oglednik,-2
ogledovanje,0
ogledovati,1
ogljičen,2
ogljik,1
ogljikov,0
ogljikovodik,2
oglobiti,-2
ogniti,-1
ogniti,-1
ognjemet,2
ognjemeten,0
ognjen,2
ognjenik,1
ognjeniški,-2
ognjevit,2
ognje...,2
ognjišče,1
ogoljufati,-2
ogorčenje,-2
ogorčenost,-1
ogovarjati,-2
ograda,0
ograditev,3
ograditi,-1
ograja,1
ograjen,3
ograjevati,-2
ogreti,1
ogrevalen,1
ogrevalnik,-2
ogrevanje,0
ogrevati,1
ogrizek,-3
ogrlica,3
ogrodje,3
ogromen,0
ogromno,0
ogrozitev,-1
ogroziti,-1
ogrožanje,-2
ogrožati,-1
ogrožen,-1
ogroženost,0
ogrožujoč,-1
ogrski,1
ogrščica,0
ohišje,1
ohladitev,0
ohladiti,0
ohlajanje,-1
ohlajati,0
ohlajevanje,2
ohlapen,0
ohol,0
ohranitev,0
ohraniti,1
ohranjanje,0
ohranjati,1
ohranjenost,0
ohrapaviti,0
ohridski,0
ohromelost,-2
ohromiti,-1
ohrovt,0
ojačevalec,2
oka,2
okarakterizirati,-2
okarati,-1
okej,3
okence,1
okenski,3
okleniti,0
oklep,0
oklepaj,1
oklepati,0
oklepen,-1
oklepnik,0
oklestiti,-1
oklevanje,1
oklevati,0
oklic,-1
oklicati,-1
okno,0
oko,0
okoli,0
okolica,0
okoliš,0
okoliščina,0
okoliški,1
okolje,1
okoljevarstven,1
okoljevarstvenik,0
okoljevarstveno,1
okoljevarstvo,0
okoljski,0
okoljsko,2
okop,0
okopati,3
okorel,2
okoren,-1
okoristiti,-2
okoriščanje,-2
okoriščati,-2
okostje,0
okostnjak,-1
okovje,1
okraj,1
okrajen,-1
okrajšava,-3
okras,0
okrasek,1
okrasen,2
okrasitev,2
okrasiti,-1
okrasti,-3
okraševanje,3
okrcati,-1
okrepčati,4
okrepčevalnica,1
okrepčilo,-2
okrepitev,1
okrepiti,2
okreten,0
okrevanje,0
okrevati,0
okrilje,0
okriviti,-1
okrniti,-1
okrog,0
okrogel,1
okroglica,2
okroglo...,-1
okrožen,-1
okrožje,1
okrožnica,0
okrušiti,0
okruten,-3
oksid,0
oksi...,0
oktanski,0
oktober,0
oktobrski,0
okt.,0
okulist,0
okupacija,-2
okupator,0
okupatorski,0
okupirati,0
okus,1
okusen,2
okusiti,0
okužba,-1
okuženost,1
okužiti,-2
okvara,-1
okvir,0
okvirček,2
okviren,0
olajšanje,1
olajšati,1
olajšava,1
olajševalen,-1
olajševati,2
olastniniti,-1
olepšati,-1
olepševanje,-1
olepševati,-3
oligarh,-1
oligarhija,-2
olimpija,0
olimpijada,1
olimpijec,-1
olimpijski,2
oliven,-1
oljar,0
oljarica,-2
oljarna,1
oljarstvo,5
oljčen,0
oljčnik,4
olje,0
oljen,1
oljka,2
oljkar,3
oljkarski,2
oljkarstvo,1
oljnica,-5
oltar,3
olupek,3
olupiti,0
omadeževati,-1
omagovati,-5
omahljiv,-1
omahniti,-2
omahovanje,1
omahovati,0
omajanje,-2
omajati,0
omaka,1
omamen,0
oman,0
omanski,2
omar,-1
omara,1
omarica,1
ombudsman,-1
omega,1
omehčanje,3
omehčati,1
omejenost,3
omejevalen,0
omejevanje,-1
omejevati,0
omejitev,0
omejiti,0
omejitven,-1
omemba,1
omeniti,0
omenjanje,0
omenjati,0
omet,-1
omilitev,0
omiliti,0
omizje,-2
omogočanje,1
omogočati,1
omogočiti,1
omotica,-1
omrežen,0
omrežje,0
omrtvičen,-1
omrtvičenost,3
omrzel,0
on,0
ona,0
one,1
onečastiti,-2
onemoglost,-3
onemogočanje,-2
onemogočati,-1
onemogočiti,-1
onesnaženje,1
onesnaženost,0
onesnaževalec,-2
onesnaževanje,1
onesnaževati,0
onesnažiti,-3
onesposobiti,-5
oni,-1
oniks,2
onkolog,2
onkologija,1
onkološki,1
onkraj,1
online,1
ontario,0
oo,0
op,-1
opatija,1
opatji,0
opazen,0
opaziti,0
opazka,-1
opazovalec,1
opazovalen,1
opazovalka,0
opazovalnica,-2
opazovanje,1
opazovati,0
opaž,-3
opažanje,1
opažati,0
opažen,1
opcija,0
opcijski,0
opeči,-1
opehariti,-1
opeharjenje,-1
opeka,0
opekarna,1
opekati,0
opeklina,1
opel,0
opera,2
operacija,0
operacijski,1
operacionalizacija,0
operacionalizirati,0
operater,0
operaterjev,-2
operaterka,2
operaterski,0
operativa,0
operativec,0
operativen,1
operativno,2
operativnost,-1
operen,2
operiranje,3
operirati,-2
opetnajstiti,-2
opiat,-2
opičjak,-2
opij,-3
opijanjanje,-1
opijanje,-2
opijat,0
opijati,0
opirati,0
opis,0
opisati,0
opisen,0
opisovati,0
oplaziti,1
oplemenitenje,0
oplemenititi,1
opleniti,-2
opletati,1
oploditev,3
oplov,0
opogumiti,3
opogumljati,3
opojen,0
opoldan,3
opoldanski,0
opoldne,0
opolnoči,0
opolnomočenje,0
opolnomočiti,3
opomba,0
opomin,-1
opominjati,-1
opomniti,0
oponiranje,2
opora,1
oporečen,-2
oporečnik,3
oporečnost,-2
oporekati,0
oporen,-2
oporišče,1
opornica,-3
opornik,0
oporoka,2
oportunističen,-2
oportuniteten,-1
oportunizem,-1
opotekati,0
opozarjanje,1
opozarjati,-1
opozicija,-1
opozicijski,-1
opozorilen,-1
opozorilo,-1
opozoriti,-1
opraskati,0
opraševalec,0
oprati,-1
oprava,-2
opravek,0
opravičevanje,2
opravičevati,-1
opravičilo,-1
opravičiti,-1
opravičljiv,-2
opravičljivost,0
opravilen,0
opravilo,1
opraviti,0
opravljan,2
opravljanje,0
opravljati,0
opravljivec,-1
opravnina,-3
opredelitev,0
opredeliti,0
opredeljenost,-1
opredeljevanje,0
opredeljevati,0
oprema,0
opremiti,2
opremljanje,0
opremljati,2
opremljenost,2
oprešnik,-2
opreti,0
oprezati,-2
oprijem,-1
oprijemati,-3
oprijemljiv,-2
oprijemljivost,2
oprijeti,3
oproda,-1
oprostilen,0
oprostitev,0
oprostiti,0
oprt,0
opr.,0
optičen,0
optika,-1
optima,-1
optimalen,1
optimalizirati,-1
optimalno,1
optimiranje,1
optimirati,0
optimist,0
optimističen,1
optimistično,1
optimizacija,1
optimizem,1
optimiziran,4
optimiziranje,-1
optimizirati,1
opus,1
opustel,0
opustitev,-1
opustiti,0
opustošenje,-2
opustošiti,-3
opuščanje,-1
opuščati,0
op.,0
or,3
ora,-1
orač,-1
oračev,0
orada,3
oralen,-1
oranžen,1
orbita,2
orbitala,-1
ordinacija,1
ordinacijski,3
ordinariat,-3
ordinarij,0
oregon,-2
oreh,1
orehek,0
orehov,1
orehovski,-1
orel,1
orešje,0
orešnik,5
org,1
organ,0
organizacija,0
organizacijski,0
organizator,1
organizatorica,3
organizatorka,2
organizem,0
organiziranje,0
organiziranost,0
organizirati,1
organoleptičen,-1
organo...,-1
organski,0
orgazem,3
orgazmičen,0
orglarski,-2
orglice,1
orhideja,3
orient,0
orientacija,1
orientacijski,0
orientiranost,3
original,2
originalen,1
orisati,1
orjak,4
orka,2
orkan,-1
orkester,2
orleans,-3
orlov,0
ormoški,-1
ornament,3
ornitolog,0
orodjar,3
orodjarna,0
orodjarski,-2
orodjarstvo,1
orodje,1
oropati,-3
orožarski,-1
orožen,3
orožje,-1
oro...,0
ort,1
ortodoksen,-2
ortodont,-2
ortoped,0
ortopedija,0
ortopedski,0
orto...,0
os,1
osa,-1
osama,0
osamitev,0
osamljen,0
osamljenost,3
osamosvajanje,0
osamosvojiteljski,0
osamosvojitev,0
osamosvojiti,-1
osamosvojitven,1
oscilacija,-1
oscilirati,-2
oseba,0
osebek,1
oseben,0
osebje,0
osebno,0
osebnost,1
osebnosten,1
osem,0
osemčlanski,0
osemdeset,1
osemdeseti,1
osemdneven,0
osemintridesetleten,-2
osemkolesen,0
osemkolesnik,0
osemkoten,4
osemkrat,0
osemkratnik,-1
osemleten,-2
osemletka,0
osemletnik,-5
osemmesečen,0
osemmesečje,0
osemmetrski,-2
osemmilijonski,-1
osemminuten,2
osemnajst,-1
osemnajsti,-2
osemnajstkrat,-3
osemnajstmesečen,0
osemodstoten,1
osemsto,0
osemstopenjski,3
osemtedenski,0
osemuren,0
osemvaljen,3
osemvaljnik,3
osem...,0
osen,2
osenčenost,3
osiguranje,0
osiješki,0
osimski,-2
osip,0
osirotel,-2
osji,-2
oskar,0
oskrba,0
oskrben,1
oskrbeti,2
oskrbnik,2
oskrbovalec,-1
oskrbovalen,2
oskrbovanec,-1
oskrbovanje,2
oskrbovati,1
oskruniti,-2
oslabel,-1
oslabelost,-3
oslabeti,-1
oslabitev,-2
oslabiti,-2
oslo,1
osmanski,0
osmerica,1
osmešiti,-2
osmi,0
osmica,1
osmič,2
osmina,-1
osminka,0
osmisliti,-1
osmišljati,3
osmoljenec,-1
osmoljenka,3
osmoza,4
osnova,0
osnovan,0
osnovanje,3
osnovati,3
osnoven,0
osnovnošolec,0
osnovnošolka,3
osnovnošolski,1
osnutek,0
osolnik,1
osončenje,3
osončenost,3
osončje,0
osoren,-1
osovnikar,-1
ospredje,1
osramotitev,0
osramotiti,-2
osrčje,1
osrečiti,5
osredkar,0
osrednjeslovenski,0
osrednje...,0
osrednji,0
osredotočanje,1
osredotočati,0
osredotočenje,3
osredotočenost,0
osredotočiti,1
ostajanje,3
ostajati,0
ostali,0
ostanek,0
ostarel,0
ostareti,0
ostati,0
osteoporoza,2
oster,-1
ostrenje,3
ostrešje,-1
ostriga,-2
ostrina,1
ostriti,-1
ostrostrelski,-2
ostro...,-1
osumiti,-2
osumljenec,-1
osumljenka,-2
osupel,0
osupljiv,4
osuplost,0
osupniti,4
osušiti,0
osvajalski,2
osvajanje,2
osvajati,4
osveščanje,2
osveščati,3
osveščenost,0
osveta,-1
osvetlitev,2
osvetliti,2
osvetljava,-2
osvetljenost,3
osvetljevanje,2
osveževanje,-1
osveževati,0
osvežilen,0
osvežitev,2
osvežiti,2
osvobajanje,-2
osvobajati,2
osvobodilen,1
osvoboditi,1
osvojitev,2
osvojiti,2
oškodovanec,-1
oškodovanje,-1
oškodovanka,-2
oškodovati,-2
oštevilčenje,-1
oštir,-3
ošvrkniti,-2
otekanje,1
oteklina,-2
otepanje,0
otepati,0
oteževalen,-3
oteževati,-1
otežiti,-1
otič,2
otip,3
otipavanje,-2
otipavati,-4
otipljiv,2
otiški,0
otočan,-1
otočec,-1
otoček,0
otočen,-1
otočje,1
otok,0
oton,0
otopelost,3
otoplitev,-2
otorinolaringologija,3
otoški,-1
otresti,2
otročič,2
otročje,1
otročji,-1
otrok,0
otrokov,1
otroški,1
otroštvo,2
otto,3
otvoritev,2
otvoriti,2
otvoritven,1
ot.,1
out,0
output,3
ov,0
ovacija,3
ovadba,-1
ovaditelj,-2
ovaditi,-2
ovajanje,-2
ovca,-1
ovčereja,2
ovčji,3
oven,-3
overitelj,0
overitev,0
overiti,0
overjanje,0
overjati,0
overoviti,-1
oves,3
